Taxon ID,Genome ID,Genome Name,Antibiotic,Resistant Phenotype,Measurement,Measurement Sign,Measurement Value,Measurement Unit,Laboratory Typing Method,Laboratory Typing Method Version,Laboratory Typing Platform,Vendor,Testing Standard,Testing Standard Year,Computational Method,Computational Method Version,Computational Method Performance,Evidence,Source,PubMed
562,"562.99237","Escherichia coli 721a5d32-7bb9-11e9-a8d3-68b59976a384","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
287,"287.12770","Pseudomonas aeruginosa strain PAER_7","ciprofloxacin","Resistant",,,,,,,,,"clsi",2017,,,,"Laboratory Method",,"31530672"
573,"573.62734","Klebsiella pneumoniae MGL_134","ciprofloxacin","Resistant","14",,"14","mm","Disk diffusion",,,,,,,,,"Laboratory Method",,"37549252"
624,"624.3306","Shigella sonnei H101020069","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,"31645551"
485,"485.7874","Neisseria gonorrhoeae strain AUSMDU00007076","ciprofloxacin","Resistant","0.030",,"0.030","mg/L","Agar dilution",,,,"clsi",2016,,,,"Laboratory Method",,"29182725"
562,"562.58634","Escherichia coli strain PH20","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"CLSI",2015,,,,"Laboratory Method",,"27965630"
562,"562.97335","Escherichia coli VREC1450","ciprofloxacin","Resistant",">=4",">=","4","mg/L","Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"34485958"
470,"470.16246","Acinetobacter baumannii BAL_291","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,"Unipath","CLSI",2011,,,,"Laboratory Method",,"28348846"
485,"485.17795","Neisseria gonorrhoeae LRRBGS_0119","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"EUCAST",,,,,"Laboratory Method",,"33785063"
573,"573.13159","Klebsiella pneumoniae KPN1164ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
624,"624.3544","Shigella sonnei AUSMDU00005736","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"CLSI",2017,,,,"Laboratory Method",,"30615105"
562,"562.42810","Escherichia coli strain M50","ciprofloxacin","Resistant","4",">=","4","mg/L","Broth dilution",,"VITEK 2","BioMerieux","CLSI",,,,,"Laboratory Method",,
573,"573.13352","Klebsiella pneumoniae KPN1409ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.13640","Klebsiella pneumoniae KPN1741ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.13414","Klebsiella pneumoniae KPN1476ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.13970","Klebsiella pneumoniae KPN223ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
485,"485.17738","Neisseria gonorrhoeae 13-22","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"EUCAST",,,,,"Laboratory Method",,"33785063"
573,"573.13545","Klebsiella pneumoniae KPN1629ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
562,"562.42864","Escherichia coli strain MUGSI_313","ciprofloxacin","Resistant","8",">","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
562,"562.100715","Escherichia coli a3600b04-7bb8-11e9-a8d3-68b59976a384","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.23286","Escherichia coli O162:H10 strain ECO0933","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,,,,,,"Laboratory Method",,"28720578"
28901,"28901.24531","Salmonella enterica JLS3","ciprofloxacin","Resistant","1",,"1","mg/L","MIC",,,,"CLSI",2021,,,,"Laboratory Method",,"35651495"
485,"485.13586","Neisseria gonorrhoeae AUSMDU00012291","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
573,"573.12862","Klebsiella pneumoniae 3288","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28776045;28512093"
485,"485.7838","Neisseria gonorrhoeae strain AUSMDU00007046","ciprofloxacin","Resistant","0.008",,"0.008","mg/L","Agar dilution",,,,"clsi",2016,,,,"Laboratory Method",,"29182725"
485,"485.14749","Neisseria gonorrhoeae AUSMDU00012631","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
485,"485.14437","Neisseria gonorrhoeae AUSMDU00013865","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
1280,"1280.51785","Staphylococcus aureus 09-02538","ciprofloxacin","Resistant",,,,,"Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"33658988"
573,"573.15451","Klebsiella pneumoniae strain 10315_6#34","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"CLSI",2012,,,,"Laboratory Method",,"25712531"
485,"485.15026","Neisseria gonorrhoeae AUSMDU00013631","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
1280,"1280.26093","Staphylococcus aureus ERR124429","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"British Society for Antimicrobial Chemotherapy (BSAC)",2011,,,,"Laboratory Method",,"23158674"
562,"562.23800","Escherichia coli O102:H6 strain ECO0753","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,,,,,,"Laboratory Method",,"28720578"
624,"624.3179","Shigella sonnei Bhutan-Shi-009","ciprofloxacin","Resistant",,,,,"Disk diffusion",,"E-test",,"EUCAST",,,,,"Laboratory Method",,"31645551"
573,"573.15447","Klebsiella pneumoniae strain 10315_6#29","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"CLSI",2012,,,,"Laboratory Method",,"25712531"
470,"470.7891","Acinetobacter baumannii strain MRSN7508","ciprofloxacin","Resistant","2",">","2","mg/L","Broth dilution",,"BD Phoenix","BD","CLSI",,,,,"Laboratory Method",,
562,"562.100761","Escherichia coli 9df1b000-7bb8-11e9-a8d3-68b59976a384","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
59201,"59201.4090","Salmonella enterica subsp. enterica RES21-0038","ciprofloxacin","Resistant",,,,,,,,,"EUCAST",2021,,,,"Laboratory Method",,"36961484"
90370,"90370.5506","Salmonella enterica subsp. enterica serovar Typhi 5158","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"CLSI",2016,,,,"Laboratory Method",,"28931025"
470,"470.6242","Acinetobacter baumannii strain AB_077","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"CLSI",2016,,,,"Laboratory Method",,
1280,"1280.29785","Staphylococcus aureus strain HICF0128","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1304916,"1304916.4","Klebsiella pneumoniae 140_1040","ciprofloxacin","Resistant",">2",">","2",,,,,,,,,,,"Laboratory Method",,
573,"573.67404","Klebsiella pneumoniae MGL_171","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,"BD","CLSI, EUCAST",2021,,,,"Laboratory Method",,"37549252"
470,"470.7721","Acinetobacter baumannii strain MRSN7274","ciprofloxacin","Resistant","2",">","2","mg/L","Broth dilution",,"BD Phoenix","BD","CLSI",,,,,"Laboratory Method",,
485,"485.9658","Neisseria gonorrhoeae strain AUSMDU00005538","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme",,,,,"Laboratory Method",,"29247013"
195,"195.2124","Campylobacter coli strain FSIS1606098","ciprofloxacin","Resistant","8","=","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
573,"573.24258","Klebsiella pneumoniae strain 19","ciprofloxacin","Resistant","8",">","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
28901,"28901.24669","Salmonella enterica IndS2","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"CLSI, EUCAST",2018,,,,"Laboratory Method",,"35861536"
562,"562.97510","Escherichia coli VREC1254","ciprofloxacin","Resistant",">=4",">=","4","mg/L","Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"34485958"
624,"624.3196","Shigella sonnei Bhutan-Shi-027","ciprofloxacin","Resistant",,,,,"Broth dilution",,,,"EUCAST",,,,,"Laboratory Method",,"27483136"
470,"470.737","Acinetobacter baumannii ABUH41096","ciprofloxacin","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"26939581"
470,"470.7503","Acinetobacter baumannii strain MRSN11806","ciprofloxacin","Resistant","2",">","2","mg/L","Broth dilution",,"BD Phoenix","BD","CLSI",,,,,"Laboratory Method",,
573,"573.29864","Klebsiella pneumoniae strain Kpngiani7132571","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,,"Merlin Diagnostika","EUCAST",2020,,,,"Laboratory Method",,"33188415"
470,"470.16321","Acinetobacter baumannii 209_n","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,"Unipath","CLSI",2011,,,,"Laboratory Method",,"28348846"
573,"573.15686","Klebsiella pneumoniae strain K796","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2014,,,,"Laboratory Method",,"26769896"
485,"485.18799","Neisseria gonorrhoeae NGPT14088","ciprofloxacin","Resistant",,,,,,,,,"EUCAST",2019,,,,"Laboratory Method",,"33245688"
1280,"1280.7432","Staphylococcus aureus C00003284","ciprofloxacin","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1284800,"1284800.4","Klebsiella pneumoniae UHKPC61","ciprofloxacin","Resistant",">2",">","2",,,,,,,,,,,"Laboratory Method",,
470,"470.2280","Acinetobacter baumannii strain CCF48","ciprofloxacin","Resistant",,">=","4","mg/L",,,,,,,,,,"Laboratory Method",,
562,"562.23028","Escherichia coli O25:H4 strain ECO0655","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,,,,,,"Laboratory Method",,"28720578"
470,"470.7376","Acinetobacter baumannii strain FDA-CDC-AR_0275","ciprofloxacin","Resistant","8",">","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
562,"562.97429","Escherichia coli VREC1555","ciprofloxacin","Resistant",">=4",">=","4","mg/L","Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"34485958"
470,"470.7460","Acinetobacter baumannii strain MRSN11742","ciprofloxacin","Resistant","2",">","2","mg/L","Broth dilution",,"BD Phoenix","BD","CLSI",,,,,"Laboratory Method",,
485,"485.18601","Neisseria gonorrhoeae NGPT10051","ciprofloxacin","Resistant",,,,,,,,,"EUCAST",2019,,,,"Laboratory Method",,"33245688"
573,"573.14470","Klebsiella pneumoniae KPN891ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
1280,"1280.29698","Staphylococcus aureus strain HICF0008","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
28901,"28901.24673","Salmonella enterica s12197","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"CLSI, EUCAST",2018,,,,"Laboratory Method",,"35861536"
562,"562.23356","Escherichia coli O2:H4 strain ECO1121","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,,,,,,"Laboratory Method",,"28720578"
485,"485.16957","Neisseria gonorrhoeae AUSMDU00013757","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
573,"573.13108","Klebsiella pneumoniae KPN1104ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.23222","Klebsiella pneumoniae strain KP_040","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"CLSI",2016,,,,"Laboratory Method",,"31594927"
624,"624.2105","Shigella sonnei strain 168321","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
1280,"1280.51748","Staphylococcus aureus 14-02720","ciprofloxacin","Resistant",,,,,"Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"33658988"
562,"562.100660","Escherichia coli 9f5d526e-7bb8-11e9-a8d3-68b59976a384","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
573,"573.26102","Klebsiella pneumoniae strain 5012STDY7312705","ciprofloxacin","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux",,,,,,"Laboratory Method",,"31038449"
624,"624.3205","Shigella sonnei Bhutan-Shi-038","ciprofloxacin","Resistant",,,,,"Disk diffusion",,"E-test",,"EUCAST",,,,,"Laboratory Method",,"31645551"
550,"550.2158","Enterobacter cloacae strain MUGSI_62","ciprofloxacin","Resistant","8",">","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
624,"624.2178","Shigella sonnei strain 207588","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
1773,"1773.18396","Mycobacterium tuberculosis ERR1034604","ciprofloxacin","Resistant",,,,,,,,,"WHO: Guidelines for Surveillance of Drug Resistance in Tuberculosis",2009,,,,"Laboratory Method",,"29358649"
562,"562.65813","Escherichia coli strain RS333","ciprofloxacin","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"27208899"
562,"562.96897","Escherichia coli VREC1015","ciprofloxacin","Resistant",">=4",">=","4","mg/L","Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"34485958"
470,"470.7529","Acinetobacter baumannii strain MRSN15039","ciprofloxacin","Resistant","4",">=","4","mg/L","Broth dilution",,"VITEK 2","BioMerieux","CLSI",,,,,"Laboratory Method",,
1438767,"1438767.3","Klebsiella pneumoniae CHS 61","ciprofloxacin","Resistant",,,,,"Broth dilution",,,,,,,,,"Laboratory Method",,
573,"573.15707","Klebsiella pneumoniae strain K830","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2014,,,,"Laboratory Method",,"26769896"
43770,"43770.1030","Corynebacterium striatum strain ICDC.Cs302","ciprofloxacin","Resistant",,,,,"Broth dilution",,,,"CLSI",2016,,,,"Laboratory Method",,"31315959"
562,"562.97275","Escherichia coli VRES1497","ciprofloxacin","Resistant",">=4",">=","4","mg/L","Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"34485958"
562,"562.65811","Escherichia coli strain RS254","ciprofloxacin","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"27208899"
470,"470.8059","Acinetobacter baumannii strain MRSN7815","ciprofloxacin","Resistant","2",">","2","mg/L","Broth dilution",,"MicroScan","Siemens","CLSI",,,,,"Laboratory Method",,
485,"485.17059","Neisseria gonorrhoeae AUSMDU00013926","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
562,"562.97245","Escherichia coli VRES1423","ciprofloxacin","Resistant",">=4",">=","4","mg/L","Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"34485958"
470,"470.1551","Acinetobacter baumannii strain MRSN16896","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix","BD","CLSI",,,,,"Laboratory Method",,"25824815"
287,"287.7842","Pseudomonas aeruginosa strain MRSN1739","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
485,"485.14994","Neisseria gonorrhoeae AUSMDU00013210","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
1280,"1280.39821","Staphylococcus aureus 4129","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"CLSI",2012,,,,"Laboratory Method",,"29295910"
470,"470.7646","Acinetobacter baumannii strain MRSN7163","ciprofloxacin","Resistant","2",">","2","mg/L","Broth dilution",,"BD Phoenix","BD","CLSI",,,,,"Laboratory Method",,
1283,"1283.377","Staphylococcus haemolyticus 7067_4_47","ciprofloxacin","Resistant",,,,,"Broth dilution",,"E-test","AB Biodisk","EUCAST",2014,,,,"Laboratory Method",,"25038069"
72407,"72407.2897","Klebsiella pneumoniae subsp. pneumoniae MRSN849896","ciprofloxacin","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"34819373"
485,"485.14118","Neisseria gonorrhoeae AUSMDU00015404","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
624,"624.3350","Shigella sonnei H111140286","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,"31645551"
470,"470.7720","Acinetobacter baumannii strain MRSN7273","ciprofloxacin","Resistant","2",">","2","mg/L","Broth dilution",,"MicroScan","Siemens","CLSI",,,,,"Laboratory Method",,
573,"573.33421","Klebsiella pneumoniae strain PMK7","ciprofloxacin","Resistant",,,,,"Broth dilution",,,"BD","EUCAST",,,,,"Laboratory Method",,"25267672"
573,"573.13666","Klebsiella pneumoniae KPN1771ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
28901,"28901.24729","Salmonella enterica IndS24","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"CLSI, EUCAST",2018,,,,"Laboratory Method",,"35861536"
562,"562.96789","Escherichia coli VRES0987","ciprofloxacin","Resistant",">=4",">=","4","mg/L","Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"34485958"
470,"470.8107","Acinetobacter baumannii strain MRSN953","ciprofloxacin","Resistant","2",">","2","mg/L","Broth dilution",,"BD Phoenix","BD","CLSI",,,,,"Laboratory Method",,
485,"485.776","Neisseria gonorrhoeae strain 33162","ciprofloxacin","Resistant","16",,"16","mg/L","Broth dilution",,,,"CLSI",2014,,,,"Laboratory Method",,"25378573"
470,"470.8398","Acinetobacter baumannii strain Pesh-26","ciprofloxacin","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31941492"
485,"485.17874","Neisseria gonorrhoeae ERR388348","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"EUCAST",,,,,"Laboratory Method",,"33785063"
573,"573.13301","Klebsiella pneumoniae KPN1340ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.14392","Klebsiella pneumoniae KPN780ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
28901,"28901.24792","Salmonella enterica IndS115","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"CLSI, EUCAST",2018,,,,"Laboratory Method",,"35861536"
624,"624.3465","Shigella sonnei Sh sonnei_1053","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"EUCAST",,,,,"Laboratory Method",,"31645551"
562,"562.97277","Escherichia coli VRES1492","ciprofloxacin","Resistant",">=4",">=","4","mg/L","Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"34485958"
1280,"1280.9918","Staphylococcus aureus C00008984","ciprofloxacin","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
470,"470.7688","Acinetobacter baumannii strain MRSN7232","ciprofloxacin","Resistant","2",">","2","mg/L","Broth dilution",,"MicroScan","Siemens","CLSI",,,,,"Laboratory Method",,
1280,"1280.39739","Staphylococcus aureus Box1-23","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"CLSI",2012,,,,"Laboratory Method",,"29295910"
573,"573.13232","Klebsiella pneumoniae KPN1252ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
28901,"28901.24632","Salmonella enterica s11033","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"CLSI, EUCAST",2018,,,,"Laboratory Method",,"35861536"
470,"470.16340","Acinetobacter baumannii 290_an","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,"Unipath","CLSI",2011,,,,"Laboratory Method",,"28348846"
197,"197.16387","Campylobacter jejuni strain FSIS1607220","ciprofloxacin","Resistant","4","=","4","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
562,"562.23351","Escherichia coli O25:H4 strain ECO1115","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,,,,,,"Laboratory Method",,"28720578"
470,"470.1549","Acinetobacter baumannii strain MRSN17593","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix","BD","CLSI",,,,,"Laboratory Method",,"25824815"
1284811,"1284811.3","Klebsiella pneumoniae UHKPC01","ciprofloxacin","Resistant",">2",">","2",,,,,,,,,,,"Laboratory Method",,
562,"562.22746","Escherichia coli O21:H52 strain ECO0336","ciprofloxacin","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux",,,,,,"Laboratory Method",,"28720578"
573,"573.15638","Klebsiella pneumoniae strain K1035","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2014,,,,"Laboratory Method",,"26769896"
584,"584.300","Proteus mirabilis strain AR379","ciprofloxacin","Resistant","==8","=","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
287,"287.12559","Pseudomonas aeruginosa strain F1659","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"CLSI",2018,,,,"Laboratory Method",,"32048461"
624,"624.3890","Shigella sonnei AUSMDU00013821","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"CLSI",2017,,,,"Laboratory Method",,"30615105"
573,"573.14416","Klebsiella pneumoniae KPN816ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
562,"562.96710","Escherichia coli VRES0915","ciprofloxacin","Resistant",">=4",">=","4","mg/L","Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"34485958"
1398949,"1398949.3","Acinetobacter baumannii UH10707","ciprofloxacin","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"24449752"
1328381,"1328381.3","Klebsiella pneumoniae BWH 2","ciprofloxacin","Resistant",,,,,"Broth dilution",,,,,,,,,"Laboratory Method",,"28096418"
573,"573.13808","Klebsiella pneumoniae KPN196ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
1280,"1280.30275","Staphylococcus aureus strain HICF0718","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
485,"485.7888","Neisseria gonorrhoeae strain AUSMDU00007098","ciprofloxacin","Resistant","0.030",,"0.030","mg/L","Agar dilution",,,,"clsi",2016,,,,"Laboratory Method",,"29182725"
573,"573.29935","Klebsiella pneumoniae strain Kpngiani7132630","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,,"Merlin Diagnostika","EUCAST",2020,,,,"Laboratory Method",,"33188415"
562,"562.140869","Escherichia coli 013-E3-S02","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,"Hardy Diagnostics","CLSI",2015,,,,"Laboratory Method",,"31455657"
287,"287.32678","Pseudomonas aeruginosa MGL_142","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,"37549252"
485,"485.7803","Neisseria gonorrhoeae strain AUSMDU00007011","ciprofloxacin","Resistant","0.008",,"0.008","mg/L","Agar dilution",,,,"clsi",2016,,,,"Laboratory Method",,"29182725"
624,"624.3449","Shigella sonnei Sh sonnei_1577","ciprofloxacin","Resistant","4",,"4","mg/L","Broth dilution",,,,"EUCAST",,,,,"Laboratory Method",,"27483136"
470,"470.709","Acinetobacter baumannii ABUH66268","ciprofloxacin","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"26939581"
903896,"903896.3","Acinetobacter baumannii Naval-17","ciprofloxacin","Resistant",,,,,"Broth dilution",,"BD Phoenix NMIC/ID133","BD","CLSI",2009,,,,"Laboratory Method",,"26195261"
485,"485.15548","Neisseria gonorrhoeae AUSMDU00010861","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
573,"573.29968","Klebsiella pneumoniae strain Kpngiani7132509","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,,"Merlin Diagnostika","EUCAST",2020,,,,"Laboratory Method",,"33188415"
43770,"43770.985","Corynebacterium striatum strain ICDC.Cs191","ciprofloxacin","Resistant",,,,,"Broth dilution",,,,"CLSI",2016,,,,"Laboratory Method",,"31315959"
470,"470.7581","Acinetobacter baumannii strain MRSN3547","ciprofloxacin","Resistant","2",">","2","mg/L","Broth dilution",,"BD Phoenix","BD","CLSI",,,,,"Laboratory Method",,
573,"573.66198","Klebsiella pneumoniae KP_NORM_BLD_2014_102946","ciprofloxacin","Resistant",,,,,,,,,"EUCAST",,,,,"Laboratory Method",,"34935048"
485,"485.12918","Neisseria gonorrhoeae AUSMDU00012014","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
624,"624.2054","Shigella sonnei strain 187553","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
485,"485.18903","Neisseria gonorrhoeae NGPT17449","ciprofloxacin","Resistant",,,,,,,,,"EUCAST",2019,,,,"Laboratory Method",,"33245688"
485,"485.7603","Neisseria gonorrhoeae strain AUSMDU00004492","ciprofloxacin","Resistant","0.030",,"0.030","mg/L","Agar dilution",,,,"clsi",2016,,,,"Laboratory Method",,"29182725"
1280,"1280.9984","Staphylococcus aureus C00013194","ciprofloxacin","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
562,"562.100232","Escherichia coli c4c735ce-7bb8-11e9-a8d3-68b59976a384","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
28901,"28901.24578","Salmonella enterica IndS67","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"CLSI, EUCAST",2018,,,,"Laboratory Method",,"35861536"
562,"562.96418","Escherichia coli VRES0691","ciprofloxacin","Resistant",">=4",">=","4","mg/L","Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"34485958"
