Taxon ID,Genome ID,Genome Name,Antibiotic,Resistant Phenotype,Measurement,Measurement Sign,Measurement Value,Measurement Unit,Laboratory Typing Method,Laboratory Typing Method Version,Laboratory Typing Platform,Vendor,Testing Standard,Testing Standard Year,Computational Method,Computational Method Version,Computational Method Performance,Evidence,Source,PubMed
470,"470.7363","Acinetobacter baumannii strain BL14","ciprofloxacin","Resistant","64",">","64","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
546,"546.746","Citrobacter freundii strain PBIO1950","ciprofloxacin","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux","CLSI",2008,,,,"Laboratory Method",,"32066506"
90370,"90370.3138","Salmonella enterica subsp. enterica serovar Typhi strain 343078_291161","ciprofloxacin","Resistant","1",,"1","mg/L","Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"30425150"
573,"573.13458","Klebsiella pneumoniae KPN1526ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.14464","Klebsiella pneumoniae KPN882ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
90370,"90370.5508","Salmonella enterica subsp. enterica serovar Typhi 5304","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"CLSI",2016,,,,"Laboratory Method",,"28931025"
562,"562.140879","Escherichia coli 010-E1-S06","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,"Hardy Diagnostics","CLSI",2015,,,,"Laboratory Method",,"31455657"
562,"562.58733","Escherichia coli strain 15050011","ciprofloxacin","Resistant","0.12",,"0.12","mg/L","Broth dilution",,,,"EUCAST",,,,,"Laboratory Method",,"29951045"
470,"470.7896","Acinetobacter baumannii strain MRSN7514","ciprofloxacin","Resistant","2",">","2","mg/L","Broth dilution",,"BD Phoenix","BD","CLSI",,,,,"Laboratory Method",,
90370,"90370.2533","Salmonella enterica subsp. enterica serovar Typhi strain 343078_201101","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2018,,,,"Laboratory Method",,"31253105"
90370,"90370.2689","Salmonella enterica subsp. enterica serovar Typhi strain 311189_214186","ciprofloxacin","Resistant","0.5",,"0.5","mg/L","Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"30425150"
573,"573.29993","Klebsiella pneumoniae strain Kpngiani7132554","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,,"Merlin Diagnostika","EUCAST",2020,,,,"Laboratory Method",,"33188415"
72407,"72407.533","Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864866","ciprofloxacin","Resistant",">=4",">=","4","mg/L","Broth dilution",,"VITEK 2","BioMerieux","CLSI",2010,,,,"Laboratory Method",,"30787414"
573,"573.14119","Klebsiella pneumoniae KPN397ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
90370,"90370.2877","Salmonella enterica subsp. enterica serovar Typhi strain 343078_294125","ciprofloxacin","Resistant","0.5",,"0.5","mg/L","Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"30425150"
485,"485.9672","Neisseria gonorrhoeae strain AUSMDU00005550","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme",,,,,"Laboratory Method",,"29247013"
485,"485.9742","Neisseria gonorrhoeae strain AUSMDU00005614","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme",,,,,"Laboratory Method",,"29247013"
470,"470.7773","Acinetobacter baumannii strain MRSN7349","ciprofloxacin","Resistant","4",">=","4","mg/L","Broth dilution",,"VITEK 2","BioMerieux","CLSI",,,,,"Laboratory Method",,
573,"573.29940","Klebsiella pneumoniae strain Kpngiani7132506","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,,"Merlin Diagnostika","EUCAST",2020,,,,"Laboratory Method",,"33188415"
624,"624.3345","Shigella sonnei 200905450","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,"31645551"
485,"485.9710","Neisseria gonorrhoeae strain AUSMDU00005581","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme",,,,,"Laboratory Method",,"29247013"
1280,"1280.29734","Staphylococcus aureus strain HICF0070","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
28901,"28901.24598","Salmonella enterica IndS30","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"CLSI, EUCAST",2018,,,,"Laboratory Method",,"35861536"
624,"624.3258","Shigella sonnei MH130024","ciprofloxacin","Resistant","4",,"4","mg/L","Broth dilution",,,,"EUCAST",,,,,"Laboratory Method",,"27483136"
573,"573.13405","Klebsiella pneumoniae KPN1467ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
485,"485.17803","Neisseria gonorrhoeae LRRBGS_0086","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"EUCAST",,,,,"Laboratory Method",,"33785063"
573,"573.24426","Klebsiella pneumoniae strain MUGSI_64","ciprofloxacin","Resistant","8",">","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
573,"573.13641","Klebsiella pneumoniae KPN1743ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
1280,"1280.9363","Staphylococcus aureus TTSH5_06","ciprofloxacin","Resistant",,,,,"Broth dilution",,"E-test","AB Biodisk","CLSI",,,,,"Laboratory Method",,"25903077"
573,"573.13799","Klebsiella pneumoniae KPN1951ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
1280,"1280.30023","Staphylococcus aureus strain HICF0435","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
562,"562.42640","Escherichia coli strain 139","ciprofloxacin","Resistant","4",">=","4","mg/L","Broth dilution",,"VITEK 2","BioMerieux","CLSI",,,,,"Laboratory Method",,
573,"573.29918","Klebsiella pneumoniae strain Kpngiani7132621","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,,"Merlin Diagnostika","EUCAST",2020,,,,"Laboratory Method",,"33188415"
624,"624.3844","Shigella sonnei AUSMDU00011139","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"CLSI",2017,,,,"Laboratory Method",,"30615105"
624,"624.3404","Shigella sonnei H094000317","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,"31645551"
1283,"1283.461","Staphylococcus haemolyticus 7068_7_56","ciprofloxacin","Resistant",,,,,"Broth dilution",,"E-test","AB Biodisk","EUCAST",2014,,,,"Laboratory Method",,"25038069"
573,"573.12987","Klebsiella pneumoniae 3386","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28776045;28512093"
573,"573.13896","Klebsiella pneumoniae KPN2073ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
1280,"1280.29925","Staphylococcus aureus strain HICF0303","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
573,"573.13899","Klebsiella pneumoniae KPN2077ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
1280,"1280.9403","Staphylococcus aureus WAU_38","ciprofloxacin","Resistant",,,,,"Broth dilution",,"E-test","AB Biodisk","CLSI",,,,,"Laboratory Method",,"25903077"
1280,"1280.39611","Staphylococcus aureus C2024","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"CLSI",2012,,,,"Laboratory Method",,"29295910"
43770,"43770.1041","Corynebacterium striatum strain ICDC.Cs440","ciprofloxacin","Resistant",,,,,"Broth dilution",,,,"CLSI",2016,,,,"Laboratory Method",,"31315959"
573,"573.12944","Klebsiella pneumoniae 3273","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28776045;28512093"
573,"573.23215","Klebsiella pneumoniae strain KP_084","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"CLSI",2016,,,,"Laboratory Method",,"31594927"
197,"197.15993","Campylobacter jejuni strain FSIS1605843","ciprofloxacin","Resistant","4","=","4","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
573,"573.15666","Klebsiella pneumoniae strain K1050","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2014,,,,"Laboratory Method",,"26769896"
573,"573.14255","Klebsiella pneumoniae KPN581ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
624,"624.2560","Shigella sonnei strain AUSMDU00011139","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"CLSI",2017,,,,"Laboratory Method",,"30615105"
485,"485.853","Neisseria gonorrhoeae strain 35423","ciprofloxacin","Resistant","32",,"32","mg/L","Broth dilution",,,,"CLSI",2014,,,,"Laboratory Method",,"25378573"
573,"573.24320","Klebsiella pneumoniae strain MRSN12232","ciprofloxacin","Resistant","4",">=","4","mg/L","Broth dilution",,"VITEK 2","BioMerieux","CLSI",,,,,"Laboratory Method",,
1280,"1280.39538","Staphylococcus aureus C1476","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"CLSI",2012,,,,"Laboratory Method",,"29295910"
470,"470.7786","Acinetobacter baumannii strain MRSN7363","ciprofloxacin","Resistant","4",">=","4","mg/L","Broth dilution",,"VITEK 2","BioMerieux","CLSI",,,,,"Laboratory Method",,
485,"485.18719","Neisseria gonorrhoeae NGPT11108","ciprofloxacin","Resistant",,,,,,,,,"EUCAST",2019,,,,"Laboratory Method",,"33245688"
90370,"90370.3615","Salmonella enterica subsp. enterica serovar Typhi strain OTHERS_514","ciprofloxacin","Resistant","8",,"8","mg/L","Disk diffusion",,"E-test","BioMerieux","CLSI",2012,,,,"Laboratory Method",,"26974227"
1280,"1280.9298","Staphylococcus aureus 491_05","ciprofloxacin","Resistant",,,,,"Broth dilution",,"E-test","AB Biodisk","CLSI",,,,,"Laboratory Method",,"25903077"
485,"485.15537","Neisseria gonorrhoeae AUSMDU00010849","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
485,"485.17854","Neisseria gonorrhoeae ERR363584","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"EUCAST",,,,,"Laboratory Method",,"33785063"
1280,"1280.39525","Staphylococcus aureus C1378","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"CLSI",2012,,,,"Laboratory Method",,"29295910"
90370,"90370.2770","Salmonella enterica subsp. enterica serovar Typhi strain 343076_229145","ciprofloxacin","Resistant","0.25",,"0.25","mg/L","Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"30425150"
485,"485.18437","Neisseria gonorrhoeae NGPT13072","ciprofloxacin","Resistant",,,,,,,,,"EUCAST",2019,,,,"Laboratory Method",,"33245688"
470,"470.7726","Acinetobacter baumannii strain MRSN7281","ciprofloxacin","Resistant","4",">=","4","mg/L","Broth dilution",,"VITEK 2","BioMerieux","CLSI",,,,,"Laboratory Method",,
562,"562.145373","Escherichia coli 20200203_MGL_01","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,"BD","CLSI, EUCAST",2021,,,,"Laboratory Method",,"37549252"
573,"573.24316","Klebsiella pneumoniae strain 9","ciprofloxacin","Resistant","8",">","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
573,"573.29936","Klebsiella pneumoniae strain Kpngiani7132484","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,,"Merlin Diagnostika","EUCAST",2020,,,,"Laboratory Method",,"33188415"
195,"195.2115","Campylobacter coli strain FSIS1606046","ciprofloxacin","Resistant","8","=","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
1280,"1280.30398","Staphylococcus aureus strain HICF0872","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
485,"485.7727","Neisseria gonorrhoeae strain AUSMDU00006940","ciprofloxacin","Resistant","0.008",,"0.008","mg/L","Agar dilution",,,,"clsi",2016,,,,"Laboratory Method",,"29182725"
287,"287.7805","Pseudomonas aeruginosa strain MRSN3705","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
72407,"72407.593","Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864822","ciprofloxacin","Resistant",">=4",">=","4","mg/L","Broth dilution",,"VITEK 2","BioMerieux","CLSI",2010,,,,"Laboratory Method",,"30787414"
562,"562.57087","Escherichia coli strain 24742_1#4","ciprofloxacin","Resistant",,,,,"Broth dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"30550564"
470,"470.7725","Acinetobacter baumannii strain MRSN7280","ciprofloxacin","Resistant","2",">","2","mg/L","Broth dilution",,"BD Phoenix","BD","CLSI",,,,,"Laboratory Method",,
562,"562.23098","Escherichia coli O15:H1 strain ECO0739","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,,,,,,"Laboratory Method",,"28720578"
28901,"28901.24771","Salmonella enterica IndS145","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"CLSI, EUCAST",2018,,,,"Laboratory Method",,"35861536"
1280,"1280.15890","Staphylococcus aureus strain N51_200515","ciprofloxacin","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"28704546"
1438743,"1438743.3","Klebsiella pneumoniae CHS 37","ciprofloxacin","Resistant",,,,,"Broth dilution",,,,,,,,,"Laboratory Method",,
1280,"1280.8708","Staphylococcus aureus C00003414","ciprofloxacin","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.9216","Staphylococcus aureus 025_01","ciprofloxacin","Resistant",,,,,"Broth dilution",,"E-test","AB Biodisk","CLSI",,,,,"Laboratory Method",,"25903077"
195,"195.2119","Campylobacter coli strain FSIS1606088","ciprofloxacin","Resistant","8","=","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
624,"624.3459","Shigella sonnei Sh sonnei_1414","ciprofloxacin","Resistant","3",,"3","mg/L","Broth dilution",,,,"EUCAST",,,,,"Laboratory Method",,"27483136"
573,"573.13168","Klebsiella pneumoniae KPN1174ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.24448","Klebsiella pneumoniae strain MUGSI_89","ciprofloxacin","Resistant","8",">","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
470,"470.7515","Acinetobacter baumannii strain MRSN11825","ciprofloxacin","Resistant","4",">=","4","mg/L","Broth dilution",,"VITEK 2","BioMerieux","CLSI",,,,,"Laboratory Method",,
470,"470.7623","Acinetobacter baumannii strain MRSN7134","ciprofloxacin","Resistant","2",">","2","mg/L","Broth dilution",,"BD Phoenix","BD","CLSI",,,,,"Laboratory Method",,
470,"470.7418","Acinetobacter baumannii strain MRSN11653","ciprofloxacin","Resistant","2",">","2","mg/L","Broth dilution",,"MicroScan","Siemens","CLSI",,,,,"Laboratory Method",,
562,"562.99492","Escherichia coli 8aa7b97c-7bb8-11e9-a8d3-68b59976a384","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
470,"470.16302","Acinetobacter baumannii 45_ax","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,"Unipath","CLSI",2011,,,,"Laboratory Method",,"28348846"
562,"562.140828","Escherichia coli 016-E1-S06","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,"Hardy Diagnostics","CLSI",2015,,,,"Laboratory Method",,"31455657"
485,"485.7457","Neisseria gonorrhoeae strain 10625_6_60","ciprofloxacin","Resistant",,,,,"Disk diffusion",,"E-test","BioMerieux",,,,,,"Laboratory Method",,"31358980"
470,"470.8105","Acinetobacter baumannii strain MRSN939","ciprofloxacin","Resistant","2",">","2","mg/L","Broth dilution",,"BD Phoenix","BD","CLSI",,,,,"Laboratory Method",,
1280,"1280.9353","Staphylococcus aureus TTSH4_03","ciprofloxacin","Resistant",,,,,"Broth dilution",,"E-test","AB Biodisk","CLSI",,,,,"Laboratory Method",,"25903077"
485,"485.15670","Neisseria gonorrhoeae AUSMDU00011234","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
624,"624.3865","Shigella sonnei AUSMDU00012503","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"CLSI",2017,,,,"Laboratory Method",,"30615105"
470,"470.7358","Acinetobacter baumannii strain BL09","ciprofloxacin","Resistant","64","=","64","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
1280,"1280.39636","Staphylococcus aureus C2191","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"CLSI",2012,,,,"Laboratory Method",,"29295910"
90370,"90370.2931","Salmonella enterica subsp. enterica serovar Typhi strain 311189_249186","ciprofloxacin","Resistant","0.125",,"0.125","mg/L","Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"30425150"
573,"573.5806","Klebsiella pneumoniae strain PB107","ciprofloxacin","Resistant",">=4",">=","4","mg/L","Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"28118859"
28901,"28901.24698","Salmonella enterica IndS177","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"CLSI, EUCAST",2018,,,,"Laboratory Method",,"35861536"
470,"470.7375","Acinetobacter baumannii strain FDA-CDC-AR_0274","ciprofloxacin","Resistant","8",">","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
485,"485.13169","Neisseria gonorrhoeae AUSMDU00012331","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
562,"562.144917","Escherichia coli 20200203_MGL_08","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,"BD","CLSI, EUCAST",2021,,,,"Laboratory Method",,"37549252"
470,"470.7639","Acinetobacter baumannii strain MRSN7156","ciprofloxacin","Resistant","2",">","2","mg/L","Broth dilution",,"BD Phoenix","BD","CLSI",,,,,"Laboratory Method",,
573,"573.14467","Klebsiella pneumoniae KPN887ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
1280,"1280.51785","Staphylococcus aureus 09-02538","ciprofloxacin","Resistant",,,,,,,,,"EUCAST",,,,,"Laboratory Method",,"28961857"
470,"470.8072","Acinetobacter baumannii strain MRSN83","ciprofloxacin","Resistant","2",">","2","mg/L","Broth dilution",,"BD Phoenix","BD","CLSI",,,,,"Laboratory Method",,
43770,"43770.1019","Corynebacterium striatum strain ICDC.Cs269","ciprofloxacin","Resistant",,,,,"Broth dilution",,,,"CLSI",2016,,,,"Laboratory Method",,"31315959"
470,"470.16333","Acinetobacter baumannii 266_an","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,"Unipath","CLSI",2011,,,,"Laboratory Method",,"28348846"
562,"562.99345","Escherichia coli e15836de-7bb8-11e9-a8d3-68b59976a384","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
90370,"90370.3049","Salmonella enterica subsp. enterica serovar Typhi strain 343077_210114","ciprofloxacin","Resistant","0.125",,"0.125","mg/L","Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"30425150"
485,"485.18745","Neisseria gonorrhoeae NGPT12038","ciprofloxacin","Resistant",,,,,,,,,"EUCAST",2019,,,,"Laboratory Method",,"33245688"
470,"470.6215","Acinetobacter baumannii strain AB_126","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"CLSI",2016,,,,"Laboratory Method",,
470,"470.7794","Acinetobacter baumannii strain MRSN7373","ciprofloxacin","Resistant","2",">","2","mg/L","Broth dilution",,"BD Phoenix","BD","CLSI",,,,,"Laboratory Method",,
562,"562.145076","Escherichia coli PT_EC0124","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2021,,,,"Laboratory Method",,"36363724"
485,"485.7587","Neisseria gonorrhoeae strain AUSMDU00006809","ciprofloxacin","Resistant","0.008",,"0.008","mg/L","Agar dilution",,,,"clsi",2016,,,,"Laboratory Method",,"29182725"
470,"470.7979","Acinetobacter baumannii strain MRSN7660","ciprofloxacin","Resistant","2",">","2","mg/L","Broth dilution",,"MicroScan","Siemens","CLSI",,,,,"Laboratory Method",,
485,"485.13605","Neisseria gonorrhoeae AUSMDU00011422","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
470,"470.7465","Acinetobacter baumannii strain MRSN11748","ciprofloxacin","Resistant","2",">","2","mg/L","Broth dilution",,"BD Phoenix","BD","CLSI",,,,,"Laboratory Method",,
287,"287.7832","Pseudomonas aeruginosa strain MRSN409937","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
1440064,"1440064.3","Campylobacter jejuni CVM 41975","ciprofloxacin","Resistant",,,,,"Broth dilution",,"Sensititre","Thermo Fisher Scientific","EUCAST",2016,,,,"Laboratory Method",,"26519386"
573,"573.66855","Klebsiella pneumoniae KP_NORM_BLD_2008_55014","ciprofloxacin","Resistant",,,,,,,,,"EUCAST",,,,,"Laboratory Method",,"34935048"
573,"573.14275","Klebsiella pneumoniae KPN606ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.23206","Klebsiella pneumoniae strain KP_241","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"CLSI",2016,,,,"Laboratory Method",,"31594927"
573,"573.14420","Klebsiella pneumoniae KPN821ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.13974","Klebsiella pneumoniae KPN228ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.15459","Klebsiella pneumoniae strain 10315_6#43","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"CLSI",2012,,,,"Laboratory Method",,"25712531"
470,"470.7490","Acinetobacter baumannii strain MRSN11781","ciprofloxacin","Resistant","2",">","2","mg/L","Broth dilution",,"BD Phoenix","BD","CLSI",,,,,"Laboratory Method",,
562,"562.42696","Escherichia coli strain 258","ciprofloxacin","Resistant","4",">=","4","mg/L","Broth dilution",,"VITEK 2","BioMerieux","CLSI",,,,,"Laboratory Method",,
1398961,"1398961.3","Acinetobacter baumannii UH18608","ciprofloxacin","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"24449752"
573,"573.13708","Klebsiella pneumoniae KPN1845ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
470,"470.1551","Acinetobacter baumannii strain MRSN16896","ciprofloxacin","Resistant",">=4",">=","4","mg/L","Broth dilution",,"VITEK 2","BioMerieux","CLSI",,,,,"Laboratory Method",,"25824815"
72407,"72407.597","Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864876","ciprofloxacin","Resistant","2",,"2","mg/L","Broth dilution",,"VITEK 2","BioMerieux","CLSI",2010,,,,"Laboratory Method",,"30787414"
485,"485.18881","Neisseria gonorrhoeae NGPT08050","ciprofloxacin","Resistant",,,,,,,,,"EUCAST",2019,,,,"Laboratory Method",,"33245688"
1280,"1280.51835","Staphylococcus aureus 09-00347","ciprofloxacin","Resistant",,,,,"Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"33658988"
1280,"1280.7937","Staphylococcus aureus C00001138","ciprofloxacin","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
470,"470.22943","Acinetobacter baumannii MGL_Ab_1","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,"37549252"
470,"470.7628","Acinetobacter baumannii strain MRSN7142","ciprofloxacin","Resistant","2",">","2","mg/L","Broth dilution",,"BD Phoenix","BD","CLSI",,,,,"Laboratory Method",,
72407,"72407.591","Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864820","ciprofloxacin","Resistant",">=4",">=","4","mg/L","Broth dilution",,"VITEK 2","BioMerieux","CLSI",2010,,,,"Laboratory Method",,"30787414"
470,"470.7500","Acinetobacter baumannii strain MRSN11801","ciprofloxacin","Resistant","2",">","2","mg/L","Broth dilution",,"MicroScan","Siemens","CLSI",,,,,"Laboratory Method",,
562,"562.65780","Escherichia coli strain CFS0351","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"clsi",2018,,,,"Laboratory Method",,"32122581"
562,"562.57181","Escherichia coli strain 24742_1#154","ciprofloxacin","Resistant",,,,,"Broth dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"30550564"
485,"485.12933","Neisseria gonorrhoeae AUSMDU00011740","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
546,"546.2134","Citrobacter freundii 20200317_MGL_41","ciprofloxacin","Resistant","10",,"10","mm","Disk diffusion",,,,,,,,,"Laboratory Method",,"37549252"
573,"573.13040","Klebsiella pneumoniae KPN1013ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
562,"562.135561","Escherichia coli MGL_91","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,"37549252"
562,"562.100044","Escherichia coli 20fce848-7bb9-11e9-a8d3-68b59976a384","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
573,"573.13099","Klebsiella pneumoniae KPN1093ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.14337","Klebsiella pneumoniae KPN711ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
1280,"1280.9373","Staphylococcus aureus WAU_16","ciprofloxacin","Resistant",,,,,"Broth dilution",,"E-test","AB Biodisk","CLSI",,,,,"Laboratory Method",,"25903077"
