Taxon ID,Genome ID,Genome Name,Antibiotic,Resistant Phenotype,Measurement,Measurement Sign,Measurement Value,Measurement Unit,Laboratory Typing Method,Laboratory Typing Method Version,Laboratory Typing Platform,Vendor,Testing Standard,Testing Standard Year,Computational Method,Computational Method Version,Computational Method Performance,Evidence,Source,PubMed
1962641,"1962641.4","Salmonella enterica subsp. enterica serovar Birkenhead strain AUSMDU00010532","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,,,,,,"Laboratory Method",,"33180013"
485,"485.15410","Neisseria gonorrhoeae 39b87dee-21eb-11e8-9200-3c4a9275d6c8","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,"BioMerieux","clsi",2013,,,,"Laboratory Method",,"32829411"
485,"485.7741","Neisseria gonorrhoeae strain AUSMDU00006949","ciprofloxacin","Susceptible","0.008",,"0.008","mg/L","Agar dilution",,,,"clsi",2016,,,,"Laboratory Method",,"29182725"
562,"562.100946","Escherichia coli 6057d82c-7bb9-11e9-a8d3-68b59976a384","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
485,"485.15638","Neisseria gonorrhoeae AUSMDU00011194","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
623,"623.1449","Shigella flexneri strain AUSMDU00011861","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"CLSI",2017,,,,"Laboratory Method",,"30615105"
485,"485.13554","Neisseria gonorrhoeae AUSMDU00011997","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
573,"573.67064","Klebsiella pneumoniae KP_NORM_BLD_62482","ciprofloxacin","Susceptible",,,,,,,,,"EUCAST",,,,,"Laboratory Method",,"34935048"
28150,"28150.20","Salmonella enterica subsp. enterica serovar Senftenberg strain CVM N32755","ciprofloxacin","Susceptible","<=0.015","<=","0.015","mg/L","Broth dilution",,"CMV2AGNF/CMV3AGNF","Thermo Fisher Scientific","CLSI",2015,,,,"Laboratory Method",,"27381390"
108619,"108619.152","Salmonella enterica subsp. enterica serovar Newport strain 92","ciprofloxacin","Susceptible",,,,,"Broth dilution",,"Sensititre NARMS/CMV3AGNF","Thermo Fisher Scientific","CLSI, NARMS",2015,,,,"Laboratory Method",,"29678910"
485,"485.17500","Neisseria gonorrhoeae AUSMDU00015047","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
562,"562.96812","Escherichia coli VREC0947","ciprofloxacin","Susceptible","<=0.25","<=","0.25","mg/L","Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"34485958"
287,"287.7855","Pseudomonas aeruginosa strain MRSN13488","ciprofloxacin","Susceptible","<=0.5","<=","0.5","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
1280,"1280.30024","Staphylococcus aureus strain HICF0434","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.8482","Staphylococcus aureus C00003237","ciprofloxacin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
624,"624.2378","Shigella sonnei strain AUSMDU00009358","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"CLSI",2017,,,,"Laboratory Method",,"30615105"
485,"485.14188","Neisseria gonorrhoeae AUSMDU00014961","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
485,"485.15523","Neisseria gonorrhoeae AUSMDU00008772","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
192955,"192955.436","Salmonella enterica subsp. enterica serovar Kentucky strain 5-76","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,"Bio-Rad","EUCAST",2014,,,,"Laboratory Method",,"31107206"
1463164,"1463164.361","Klebsiella quasipneumoniae subsp. similipneumoniae KP_NORM_BLD_13377","ciprofloxacin","Susceptible",,,,,,,,,"EUCAST",,,,,"Laboratory Method",,"34935048"
624,"624.3643","Shigella sonnei AUSMDU00009166","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"CLSI",2017,,,,"Laboratory Method",,"30615105"
562,"562.96605","Escherichia coli VREC0784","ciprofloxacin","Susceptible","0.19",,"0.19","mg/L","Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"34485958"
562,"562.99858","Escherichia coli ef0c2ad8-7bb8-11e9-a8d3-68b59976a384","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.98580","Escherichia coli 30a149a6-7bb9-11e9-a8d3-68b59976a384","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.100309","Escherichia coli c8ed9b2a-7bb8-11e9-a8d3-68b59976a384","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
485,"485.13487","Neisseria gonorrhoeae AUSMDU00011979","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
573,"573.66636","Klebsiella pneumoniae KP_NORM_BLD_114321","ciprofloxacin","Susceptible",,,,,,,,,"EUCAST",,,,,"Laboratory Method",,"34935048"
195,"195.2294","Campylobacter coli strain FSIS1607075","ciprofloxacin","Susceptible","0.25","=","0.25","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
353569,"1697390.8","Salmonella enterica subsp. enterica serovar I 4,12:i:- strain CVM N43467","ciprofloxacin","Susceptible","<=0.015","<=","0.015","mg/L","Broth dilution",,"CMV2AGNF/CMV3AGNF","Thermo Fisher Scientific","CLSI",2015,,,,"Laboratory Method",,"27381390"
485,"485.7554","Neisseria gonorrhoeae strain AUSMDU00006781","ciprofloxacin","Susceptible","0.004",,"0.004","mg/L","Agar dilution",,,,"clsi",2016,,,,"Laboratory Method",,"29182725"
197,"197.16329","Campylobacter jejuni strain FSIS1607008","ciprofloxacin","Susceptible","0.06","=","0.06","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
573,"573.66824","Klebsiella pneumoniae KP_NORM_BLD_14179","ciprofloxacin","Susceptible",,,,,,,,,"EUCAST",,,,,"Laboratory Method",,"34935048"
28901,"28901.22499","Salmonella enterica AUSMDU00033590","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"CLSI",2018,,,,"Laboratory Method",,"34907895"
28901,"28901.24179","Salmonella enterica AUSMDU00033373","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"CLSI",2018,,,,"Laboratory Method",,"34907895"
197,"197.16184","Campylobacter jejuni strain FSIS1606475","ciprofloxacin","Susceptible","0.12","=","0.12","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
195,"195.2247","Campylobacter coli strain FSIS1606800","ciprofloxacin","Susceptible","0.06","=","0.06","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
562,"562.7628","Escherichia coli strain 503130_aEPEC","ciprofloxacin","Susceptible",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"30127495"
195,"195.389","Campylobacter coli strain CVM N51712","ciprofloxacin","Susceptible",,,,,"Broth dilution",,"Sensititre","Thermo Fisher Scientific","EUCAST",,,,,"Laboratory Method","26519386","26519386"
59201,"59201.4149","Salmonella enterica subsp. enterica 70367","ciprofloxacin","Susceptible",,,,,"Broth dilution",,"Sensititre","Thermo Fisher Scientific","clsi",2021,,,,"Laboratory Method",,"37316492"
28901,"28901.23313","Salmonella enterica AUSMDU00005185","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"CLSI",2018,,,,"Laboratory Method",,"34907895"
28901,"28901.22738","Salmonella enterica AUSMDU00019538","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"CLSI",2018,,,,"Laboratory Method",,"34907895"
90370,"90370.4131","Salmonella enterica subsp. enterica serovar Typhi strain 326 strain Not applicable","ciprofloxacin","Susceptible",,,,,,,,,"CLSI",2018,,,,"Laboratory Method",,"37327220"
1313,"1313.17299","Streptococcus pneumoniae strain 86","ciprofloxacin","Susceptible","2","<=","2","mg/L","Broth dilution",,"Sensititre","Thermo Fisher Scientific","CLSI",,,,,"Laboratory Method",,
28901,"28901.23779","Salmonella enterica AUSMDU00015745","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"CLSI",2018,,,,"Laboratory Method",,"34907895"
90370,"90370.2494","Salmonella enterica subsp. enterica serovar Typhi strain 343077_228140","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",2018,,,,"Laboratory Method",,"31253105"
562,"562.144970","Escherichia coli PT_EC0181","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",2021,,,,"Laboratory Method",,"36363724"
28901,"28901.9034","Salmonella enterica strain CVM N53024","ciprofloxacin","Susceptible","0.015","<=","0.015","mg/L","Broth dilution",,,"Trek Diagnostic Systems","CLSI",,,,,"Laboratory Method",,
562,"562.98740","Escherichia coli a78280b8-7bb8-11e9-a8d3-68b59976a384","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
1773,"1773.3954","Mycobacterium tuberculosis C00008681","ciprofloxacin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880;26116186"
562,"562.22906","Escherichia coli O4:H5 strain ECO0514","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,,,,,,"Laboratory Method",,"28720578"
562,"562.97154","Escherichia coli VREC1295","ciprofloxacin","Susceptible","<=0.25","<=","0.25","mg/L","Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"34485958"
28901,"28901.22648","Salmonella enterica AUSMDU00019117","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"CLSI",2018,,,,"Laboratory Method",,"34907895"
562,"562.100015","Escherichia coli 8a579262-7bb8-11e9-a8d3-68b59976a384","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
485,"485.9688","Neisseria gonorrhoeae strain AUSMDU00005558","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme",,,,,"Laboratory Method",,"29247013"
85569,"85569.130","Salmonella enterica subsp. enterica serovar Typhimurium str. DT104 strain H48","ciprofloxacin","Susceptible",,,,,"Agar dilution","0.5 mg/L",,,,,,,,"Laboratory Method",,"24030491"
1402528,"1402528.3","Pseudomonas aeruginosa BWHPSA028","ciprofloxacin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,
485,"485.13085","Neisseria gonorrhoeae AUSMDU00011771","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
28901,"28901.23104","Salmonella enterica AUSMDU00010381","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"CLSI",2018,,,,"Laboratory Method",,"34907895"
485,"485.9661","Neisseria gonorrhoeae strain AUSMDU00005536","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme",,,,,"Laboratory Method",,"29247013"
562,"562.97782","Escherichia coli 25788922-7bb9-11e9-a8d3-68b59976a384","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,"E-test",,,,,,,"Laboratory Method",,
562,"562.98786","Escherichia coli 317629d2-7bb9-11e9-a8d3-68b59976a384","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.100239","Escherichia coli 2bd0dea0-7bb9-11e9-a8d3-68b59976a384","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.97326","Escherichia coli VREC1420","ciprofloxacin","Susceptible","<=0.25","<=","0.25","mg/L","Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"34485958"
1280,"1280.8147","Staphylococcus aureus C00012820","ciprofloxacin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.8249","Staphylococcus aureus C00013243","ciprofloxacin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
562,"562.57324","Escherichia coli strain 24742_1#378","ciprofloxacin","Susceptible",,,,,"Broth dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"30550564"
1773,"1773.4006","Mycobacterium tuberculosis C00008743","ciprofloxacin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880;26116186"
562,"562.99716","Escherichia coli a3e6beaa-7bb9-11e9-a8d3-68b59976a384","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
108619,"108619.85","Salmonella enterica subsp. enterica serovar Newport strain R8_0802_R1","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,,"CLSI",2013,,,,"Laboratory Method",,"28389536"
573,"573.31091","Klebsiella pneumoniae strain BKQ79K_2","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,,"British Society for Antimicrobial Chemotherapy (BSAC)",,,,,"Laboratory Method",,"30778540"
1280,"1280.9779","Staphylococcus aureus C00003166","ciprofloxacin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
562,"562.23174","Escherichia coli O21:H5 strain ECO0791","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,,,,,,"Laboratory Method",,"28720578"
28901,"28901.23955","Salmonella enterica AUSMDU00019414","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"CLSI",2018,,,,"Laboratory Method",,"34907895"
562,"562.97795","Escherichia coli acbb2418-7bb8-11e9-a8d3-68b59976a384","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,"E-test",,,,,,,"Laboratory Method",,
1280,"1280.7990","Staphylococcus aureus C00001206","ciprofloxacin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
28901,"28901.9030","Salmonella enterica strain CVM N53020","ciprofloxacin","Susceptible","0.015","<=","0.015","mg/L","Broth dilution",,,"Trek Diagnostic Systems","CLSI",,,,,"Laboratory Method",,
485,"485.13516","Neisseria gonorrhoeae AUSMDU00012125","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
562,"562.98381","Escherichia coli d6baf798-7bb8-11e9-a8d3-68b59976a384","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
485,"485.13152","Neisseria gonorrhoeae AUSMDU00011960","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
562,"562.57309","Escherichia coli strain 24742_1#259","ciprofloxacin","Susceptible",,,,,"Broth dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"30550564"
1354132,"1354132.3","Mycobacterium tuberculosis MAL020157","ciprofloxacin","Susceptible",,,,,"Broth dilution",,,,,,,,,"Laboratory Method",,
287,"287.12701","Pseudomonas aeruginosa strain ESP055","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"CLSI",2018,,,,"Laboratory Method",,"32048461"
485,"485.17456","Neisseria gonorrhoeae AUSMDU00015005","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
28901,"28901.8329","Salmonella enterica strain 2014AM-1915","ciprofloxacin","Susceptible","0.015","<=","0.015","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
485,"485.14245","Neisseria gonorrhoeae AUSMDU00014431","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
485,"485.14764","Neisseria gonorrhoeae AUSMDU00013345","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
904800,"904800.3","Staphylococcus aureus subsp. aureus CO-85","ciprofloxacin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,
562,"562.100194","Escherichia coli adf6c926-7bb9-11e9-a8d3-68b59976a384","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
485,"485.16417","Neisseria gonorrhoeae AUSMDU00012646","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
28901,"28901.16311","Salmonella enterica PNUSAS003937","ciprofloxacin","Susceptible",,,,,"Broth dilution",,,"Trek Diagnostic Systems","CLSI",2015,,,,"Laboratory Method",,"29069323"
485,"485.14501","Neisseria gonorrhoeae AUSMDU00013878","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
28901,"28901.9158","Salmonella enterica strain CVM N54710","ciprofloxacin","Susceptible","0.03","=","0.03","mg/L","Broth dilution",,,"Trek Diagnostic Systems","CLSI",,,,,"Laboratory Method",,
562,"562.99550","Escherichia coli 3d003d38-7bb9-11e9-a8d3-68b59976a384","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
28901,"28901.21581","Salmonella enterica AUSMDU00018310","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"CLSI",2018,,,,"Laboratory Method",,"34907895"
562,"562.98708","Escherichia coli 1834e53a-7bb9-11e9-a8d3-68b59976a384","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
90370,"90370.1866","Salmonella enterica subsp. enterica serovar Typhi strain MDUST362","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"CLSI",,,,,"Laboratory Method",,"35344544"
28901,"28901.13288","Salmonella enterica strain 3339A","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",2010,,,,"Laboratory Method",,"31222015"
1280,"1280.8055","Staphylococcus aureus C00001279","ciprofloxacin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
562,"562.98486","Escherichia coli 7f48a5d2-7bb8-11e9-a8d3-68b59976a384","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
1280,"1280.7399","Staphylococcus aureus C00007112","ciprofloxacin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
485,"485.7725","Neisseria gonorrhoeae strain AUSMDU00006934","ciprofloxacin","Susceptible","0.004",,"0.004","mg/L","Agar dilution",,,,"clsi",2016,,,,"Laboratory Method",,"29182725"
1280,"1280.15875","Staphylococcus aureus strain HCW05_100415","ciprofloxacin","Susceptible",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"28704546"
28901,"28901.20998","Salmonella enterica ERR1010128","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,"Oxoid","EUCAST",,,,,"Laboratory Method",,"31220112"
562,"562.97419","Escherichia coli VREC1570","ciprofloxacin","Susceptible","<=0.25","<=","0.25","mg/L","Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"34485958"
287,"287.12813","Pseudomonas aeruginosa strain CH2922","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"CLSI",2018,,,,"Laboratory Method",,"32048461"
562,"562.100377","Escherichia coli 0973e578-7bb9-11e9-a8d3-68b59976a384","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.98564","Escherichia coli 99034bb6-7bb9-11e9-a8d3-68b59976a384","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
624,"624.3733","Shigella sonnei AUSMDU00009488","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"CLSI",2017,,,,"Laboratory Method",,"30615105"
1280,"1280.30078","Staphylococcus aureus strain HICF0507","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.10032","Staphylococcus aureus C00013371","ciprofloxacin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
149391,"149391.48","Salmonella enterica subsp. enterica serovar Braenderup strain 30","ciprofloxacin","Susceptible",,,,,"Broth dilution",,"Sensititre NARMS/CMV3AGNF","Thermo Fisher Scientific","CLSI, NARMS",2015,,,,"Laboratory Method",,"29678910"
562,"562.22873","Escherichia coli O4:H1 strain ECO0306","ciprofloxacin","Susceptible",,,,,"Broth dilution",,"VITEK 2","BioMerieux",,,,,,"Laboratory Method",,"28720578"
624,"624.3574","Shigella sonnei AUSMDU00008187","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"CLSI",2017,,,,"Laboratory Method",,"30615105"
573,"573.15557","Klebsiella pneumoniae strain KSB1_5F","ciprofloxacin","Susceptible",,,,,"Broth dilution",,"VITEK 2","BioMerieux","CLSI",,,,,"Laboratory Method",,"28369261"
287,"287.7670","Pseudomonas aeruginosa strain PA_060","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,,"CLSI",2016,,,,"Laboratory Method",,"31594927"
197,"197.16235","Campylobacter jejuni strain FSIS1606612","ciprofloxacin","Susceptible","0.12","=","0.12","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
573,"573.66741","Klebsiella pneumoniae KP_NORM_BLD_117519","ciprofloxacin","Susceptible",,,,,,,,,"EUCAST",,,,,"Laboratory Method",,"34935048"
90371,"90371.2937","Salmonella enterica subsp. enterica serovar Typhimurium strain 70","ciprofloxacin","Susceptible",,,,,"Broth dilution",,"Sensititre NARMS/CMV3AGNF","Thermo Fisher Scientific","CLSI, NARMS",2015,,,,"Laboratory Method",,"29678910"
485,"485.18706","Neisseria gonorrhoeae NGPT09078","ciprofloxacin","Susceptible",,,,,,,,,"EUCAST",2019,,,,"Laboratory Method",,"33245688"
197,"197.16349","Campylobacter jejuni strain FSIS1607079","ciprofloxacin","Susceptible","0.12","=","0.12","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
562,"562.100297","Escherichia coli c84a15ee-7bb9-11e9-a8d3-68b59976a384","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
28901,"28901.22610","Salmonella enterica AUSMDU00018916","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"CLSI",2018,,,,"Laboratory Method",,"34907895"
28901,"28901.13311","Salmonella enterica strain 3542B","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",2010,,,,"Laboratory Method",,"31222015"
584,"584.431","Proteus mirabilis strain AR_0029","ciprofloxacin","Susceptible","<=0.25","<=","0.25","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
562,"562.57113","Escherichia coli strain 24742_1#292","ciprofloxacin","Susceptible",,,,,"Broth dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"30550564"
28901,"28901.23056","Salmonella enterica AUSMDU00016491","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"CLSI",2018,,,,"Laboratory Method",,"34907895"
1280,"1280.26041","Staphylococcus aureus strain 1249-27","ciprofloxacin","Susceptible","<=0.5","<=","0.5","mg/L","Broth dilution",,"VITEK 2","BioMerieux","EUCAST",2016,,,,"Laboratory Method",,"29729180"
1773,"1773.4019","Mycobacterium tuberculosis C00008756","ciprofloxacin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880;26116186"
562,"562.23350","Escherichia coli O2:H7 strain ECO1114","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,,,,,,"Laboratory Method",,"28720578"
562,"562.98515","Escherichia coli e0a41a0a-7bb8-11e9-a8d3-68b59976a384","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
85569,"85569.251","Salmonella enterica subsp. enterica serovar Typhimurium str. DT104 strain H61","ciprofloxacin","Susceptible",,,,,"Agar dilution","0.5 mg/L",,,,,,,,"Laboratory Method",,"24030491"
562,"562.7700","Escherichia coli strain 202833_aEPEC","ciprofloxacin","Susceptible",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"30127495"
470,"470.7547","Acinetobacter baumannii strain MRSN15076","ciprofloxacin","Susceptible","0.5","<=","0.5","mg/L","Broth dilution",,"BD Phoenix","BD","CLSI",,,,,"Laboratory Method",,
1280,"1280.26025","Staphylococcus aureus strain 1030-05","ciprofloxacin","Susceptible","<=0.5","<=","0.5","mg/L","Broth dilution",,"VITEK 2","BioMerieux","EUCAST",2016,,,,"Laboratory Method",,"29729180"
562,"562.99441","Escherichia coli 4cfcc814-7bb9-11e9-a8d3-68b59976a384","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.97984","Escherichia coli 16318cac-7bb9-11e9-a8d3-68b59976a384","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,"E-test",,,,,,,"Laboratory Method",,
573,"573.15458","Klebsiella pneumoniae strain 10315_6#49","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,,"CLSI",2012,,,,"Laboratory Method",,"25712531"
562,"562.96563","Escherichia coli VREC0749","ciprofloxacin","Susceptible","<=0.25","<=","0.25","mg/L","Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"34485958"
562,"562.22617","Escherichia coli O2:H4 strain ECO0202","ciprofloxacin","Susceptible",,,,,"Broth dilution",,"VITEK 2","BioMerieux",,,,,,"Laboratory Method",,"28720578"
562,"562.99771","Escherichia coli d522456c-7bb8-11e9-a8d3-68b59976a384","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
573,"573.67092","Klebsiella pneumoniae KP_NORM_BLD_63318","ciprofloxacin","Susceptible",,,,,,,,,"EUCAST",,,,,"Laboratory Method",,"34935048"
550,"550.2136","Enterobacter cloacae strain MUGSI_167","ciprofloxacin","Susceptible","0.25","<","0.25","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
28901,"28901.23639","Salmonella enterica AUSMDU00013964","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"CLSI",2018,,,,"Laboratory Method",,"34907895"
28901,"28901.23636","Salmonella enterica AUSMDU00015905","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"CLSI",2018,,,,"Laboratory Method",,"34907895"
562,"562.22444","Escherichia coli O2:H1 strain ECO0017","ciprofloxacin","Susceptible",,,,,"Broth dilution",,"VITEK 2","BioMerieux",,,,,,"Laboratory Method",,"28720578"
28901,"28901.22617","Salmonella enterica AUSMDU00018926","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"CLSI",2018,,,,"Laboratory Method",,"34907895"
195,"195.2230","Campylobacter coli strain FSIS1606719","ciprofloxacin","Susceptible","0.06","=","0.06","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
28901,"28901.23984","Salmonella enterica AUSMDU00020607","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"CLSI",2018,,,,"Laboratory Method",,"34907895"
