Taxon ID,Genome ID,Genome Name,Antibiotic,Resistant Phenotype,Measurement,Measurement Sign,Measurement Value,Measurement Unit,Laboratory Typing Method,Laboratory Typing Method Version,Laboratory Typing Platform,Vendor,Testing Standard,Testing Standard Year,Computational Method,Computational Method Version,Computational Method Performance,Evidence,Source,PubMed
1280,"1280.7403","Staphylococcus aureus C00003369","ciprofloxacin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
485,"485.14390","Neisseria gonorrhoeae AUSMDU00013015","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
562,"562.98628","Escherichia coli 72c04670-7bb9-11e9-a8d3-68b59976a384","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.99311","Escherichia coli 3cf01cc8-7bb9-11e9-a8d3-68b59976a384","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
485,"485.17548","Neisseria gonorrhoeae AUSMDU00015122","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
1192839,"1192839.3","Salmonella enterica subsp. arizonae serovar 18:z4,z23:- strain CVM N38891","ciprofloxacin","Susceptible","<=0.015","<=","0.015","mg/L","Broth dilution",,"CMV2AGNF/CMV3AGNF","Thermo Fisher Scientific","CLSI",2015,,,,"Laboratory Method",,"27381390"
90370,"90370.4895","Salmonella enterica subsp. enterica serovar Typhi 20621_8#19","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,"29684021"
562,"562.98678","Escherichia coli ded08dda-7bb8-11e9-a8d3-68b59976a384","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
1280,"1280.8619","Staphylococcus aureus C00003260","ciprofloxacin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
28901,"28901.8472","Salmonella enterica strain CVM N29347","ciprofloxacin","Susceptible","0.015","<=","0.015","mg/L","Broth dilution",,,"Trek Diagnostic Systems","CLSI",,,,,"Laboratory Method",,
562,"562.100113","Escherichia coli ebc7d1ba-7bb8-11e9-a8d3-68b59976a384","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
28901,"28901.23325","Salmonella enterica AUSMDU00009738","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"CLSI",2018,,,,"Laboratory Method",,"34907895"
562,"562.99133","Escherichia coli 94416964-7bb9-11e9-a8d3-68b59976a384","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.98701","Escherichia coli 19fb66fa-7bb9-11e9-a8d3-68b59976a384","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
485,"485.18633","Neisseria gonorrhoeae NGPT17513","ciprofloxacin","Susceptible",,,,,,,,,"EUCAST",2019,,,,"Laboratory Method",,"33245688"
28901,"28901.8751","Salmonella enterica strain CVM N38924","ciprofloxacin","Susceptible","0.015","<=","0.015","mg/L","Broth dilution",,,"Trek Diagnostic Systems","CLSI",,,,,"Laboratory Method",,
562,"562.98097","Escherichia coli cddf2324-7bb8-11e9-a8d3-68b59976a384","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,"E-test",,,,,,,"Laboratory Method",,
624,"624.2043","Shigella sonnei strain 195810","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
115981,"115981.15","Salmonella enterica subsp. enterica serovar Montevideo strain CVM N45402","ciprofloxacin","Susceptible","<=0.015","<=","0.015","mg/L","Broth dilution",,"CMV2AGNF/CMV3AGNF","Thermo Fisher Scientific","CLSI",2015,,,,"Laboratory Method",,"27381390"
292,"292.663","Burkholderia cepacia B16","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,,"CLSI",2016,,,,"Laboratory Method",,"35544262"
562,"562.98729","Escherichia coli a6950702-7bb8-11e9-a8d3-68b59976a384","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
485,"485.9683","Neisseria gonorrhoeae strain AUSMDU00005564","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme",,,,,"Laboratory Method",,"29247013"
485,"485.7745","Neisseria gonorrhoeae strain AUSMDU00006953","ciprofloxacin","Susceptible","0.008",,"0.008","mg/L","Agar dilution",,,,"clsi",2016,,,,"Laboratory Method",,"29182725"
562,"562.98665","Escherichia coli db592630-7bb8-11e9-a8d3-68b59976a384","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
28901,"28901.23353","Salmonella enterica AUSMDU00033117","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"CLSI",2018,,,,"Laboratory Method",,"34907895"
28901,"28901.22497","Salmonella enterica AUSMDU00033581","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"CLSI",2018,,,,"Laboratory Method",,"34907895"
28901,"28901.23804","Salmonella enterica AUSMDU00016298","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"CLSI",2018,,,,"Laboratory Method",,"34907895"
90370,"90370.3592","Salmonella enterica subsp. enterica serovar Typhi strain 02TY_001","ciprofloxacin","Susceptible","0.016",,"0.016","mg/L","Disk diffusion",,"E-test","BioMerieux","CLSI",2012,,,,"Laboratory Method",,"26974227"
562,"562.23516","Escherichia coli O1:H7 strain ECO1200","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,,,,,,"Laboratory Method",,"28720578"
562,"562.100144","Escherichia coli f00cec6a-7bb8-11e9-a8d3-68b59976a384","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
28901,"28901.8792","Salmonella enterica strain CVM N40372","ciprofloxacin","Susceptible","0.03","=","0.03","mg/L","Broth dilution",,,"Trek Diagnostic Systems","CLSI",,,,,"Laboratory Method",,
90371,"90371.6998","Salmonella enterica subsp. enterica serovar Typhimurium AUSMDU00003828","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"CLSI",2018,,,,"Laboratory Method",,"34907895"
197,"197.16097","Campylobacter jejuni strain FSIS1606144","ciprofloxacin","Susceptible","0.06","=","0.06","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
562,"562.7790","Escherichia coli strain 100446","ciprofloxacin","Susceptible","<=0.25","<=","0.25","mg/L","Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"30127495"
28901,"28901.8526","Salmonella enterica strain CVM N30678","ciprofloxacin","Susceptible","0.015","<=","0.015","mg/L","Broth dilution",,,"Trek Diagnostic Systems","CLSI",,,,,"Laboratory Method",,
562,"562.100096","Escherichia coli 94bee76e-7bb8-11e9-a8d3-68b59976a384","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.57228","Escherichia coli strain 24742_1#187","ciprofloxacin","Susceptible",,,,,"Broth dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"30550564"
485,"485.7592","Neisseria gonorrhoeae strain AUSMDU00006814","ciprofloxacin","Susceptible","0.008",,"0.008","mg/L","Agar dilution",,,,"clsi",2016,,,,"Laboratory Method",,"29182725"
573,"573.66641","Klebsiella pneumoniae KP_NORM_BLD_114331","ciprofloxacin","Susceptible",,,,,,,,,"EUCAST",,,,,"Laboratory Method",,"34935048"
682797,"682797.8","Salmonella enterica subsp. enterica serovar Kiambu strain 136","ciprofloxacin","Susceptible",,,,,"Broth dilution",,"Sensititre NARMS/CMV3AGNF","Thermo Fisher Scientific","CLSI, NARMS",2015,,,,"Laboratory Method",,"29678910"
470,"470.6191","Acinetobacter baumannii strain AB_363","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,,"CLSI",2016,,,,"Laboratory Method",,
1280,"1280.9990","Staphylococcus aureus C00013208","ciprofloxacin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
623,"623.1381","Shigella flexneri strain AUSMDU00009528","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"CLSI",2017,,,,"Laboratory Method",,"30615105"
1280,"1280.15874","Staphylococcus aureus strain N46_140415","ciprofloxacin","Susceptible",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"28704546"
562,"562.97905","Escherichia coli 072e7166-7bb9-11e9-a8d3-68b59976a384","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,"E-test",,,,,,,"Laboratory Method",,
28901,"28901.8588","Salmonella enterica strain CVM N32039","ciprofloxacin","Susceptible","0.015","<=","0.015","mg/L","Broth dilution",,,"Trek Diagnostic Systems","CLSI",,,,,"Laboratory Method",,
562,"562.22546","Escherichia coli O17:H18 strain ECO0121","ciprofloxacin","Susceptible",,,,,"Broth dilution",,"VITEK 2","BioMerieux",,,,,,"Laboratory Method",,"28720578"
28901,"28901.23047","Salmonella enterica AUSMDU00016243","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"CLSI",2018,,,,"Laboratory Method",,"34907895"
562,"562.7640","Escherichia coli strain 602206","ciprofloxacin","Susceptible","<=0.25","<=","0.25","mg/L","Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"30127495"
562,"562.99216","Escherichia coli 5fe2228a-7bb9-11e9-a8d3-68b59976a384","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
485,"485.12997","Neisseria gonorrhoeae AUSMDU00011356","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
562,"562.98991","Escherichia coli 58e9246a-7bb9-11e9-a8d3-68b59976a384","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
596,"596.18","Salmonella enterica subsp. enterica serovar Muenchen strain CVM N48703","ciprofloxacin","Susceptible","<=0.015","<=","0.015","mg/L","Broth dilution",,"CMV2AGNF/CMV3AGNF","Thermo Fisher Scientific","CLSI",2015,,,,"Laboratory Method",,"27381390"
562,"562.23934","Escherichia coli O6:H31 strain ECO1119","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,,,,,,"Laboratory Method",,"28720578"
1280,"1280.8807","Staphylococcus aureus C00001097","ciprofloxacin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
485,"485.17454","Neisseria gonorrhoeae AUSMDU00015010","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
28901,"28901.8345","Salmonella enterica strain 2014AM-2330","ciprofloxacin","Susceptible","0.015","<=","0.015","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
28901,"28901.23765","Salmonella enterica AUSMDU00033110","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"CLSI",2018,,,,"Laboratory Method",,"34907895"
1280,"1280.9845","Staphylococcus aureus C00003307","ciprofloxacin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1717,"1717.876","Corynebacterium diphtheriae FRC0031","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,"Mueller Hinton Agar","Bio-Rad","eucast",2019,,,,"Laboratory Method",,"33246485"
28901,"28901.22764","Salmonella enterica AUSMDU00019736","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"CLSI",2018,,,,"Laboratory Method",,"34907895"
1280,"1280.9813","Staphylococcus aureus C00003238","ciprofloxacin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
573,"573.67079","Klebsiella pneumoniae KP_NORM_BLD_62772","ciprofloxacin","Susceptible",,,,,,,,,"EUCAST",,,,,"Laboratory Method",,"34935048"
1280,"1280.26007","Staphylococcus aureus strain 1582-96","ciprofloxacin","Susceptible","<=0.5","<=","0.5","mg/L","Broth dilution",,"VITEK 2","BioMerieux","EUCAST",2016,,,,"Laboratory Method",,"29729180"
28901,"28901.23688","Salmonella enterica AUSMDU00021206","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"CLSI",2018,,,,"Laboratory Method",,"34907895"
562,"562.98474","Escherichia coli 65090a1c-7bb9-11e9-a8d3-68b59976a384","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
1717,"1717.868","Corynebacterium diphtheriae FRC0024","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,"Mueller Hinton Agar","Bio-Rad","eucast",2019,,,,"Laboratory Method",,"33246485"
1280,"1280.21074","Staphylococcus aureus strain 0137-2003-2005","ciprofloxacin","Susceptible","<=1","<=","1","mg/L","Broth dilution",,"BD Phoenix","BD","EUCAST",,,,,"Laboratory Method",,
562,"562.98184","Escherichia coli 4d803fbe-7bb9-11e9-a8d3-68b59976a384","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,"E-test",,,,,,,"Laboratory Method",,
562,"562.96916","Escherichia coli VREC1010","ciprofloxacin","Susceptible","<=0.25","<=","0.25","mg/L","Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"34485958"
2590157,"2590157.125","Klebsiella variicola subsp. variicola KP_NORM_BLD_115698","ciprofloxacin","Susceptible",,,,,,,,,"EUCAST",,,,,"Laboratory Method",,"34935048"
624,"624.2346","Shigella sonnei strain AUSMDU00009146","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"CLSI",2017,,,,"Laboratory Method",,"30615105"
90370,"90370.3200","Salmonella enterica subsp. enterica serovar Typhi strain 343078_238165","ciprofloxacin","Susceptible","0.0625",,"0.0625","mg/L","Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"30425150"
292,"292.645","Burkholderia cepacia B53","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,,"CLSI",2016,,,,"Laboratory Method",,"35544262"
28901,"28901.22991","Salmonella enterica AUSMDU00015873","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"CLSI",2018,,,,"Laboratory Method",,"34907895"
562,"562.98239","Escherichia coli b65e833e-7bb8-11e9-a8d3-68b59976a384","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.100137","Escherichia coli f8f912ea-7bb8-11e9-a8d3-68b59976a384","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
28901,"28901.21703","Salmonella enterica AUSMDU00017881","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"CLSI",2018,,,,"Laboratory Method",,"34907895"
28901,"28901.21610","Salmonella enterica AUSMDU00010449","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"CLSI",2018,,,,"Laboratory Method",,"34907895"
485,"485.16421","Neisseria gonorrhoeae AUSMDU00012651","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
28901,"28901.8373","Salmonella enterica strain 2014AM-2725","ciprofloxacin","Susceptible","0.015","<=","0.015","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
615,"615.632","Serratia marcescens strain AR_0027","ciprofloxacin","Susceptible","==1","=","1","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
562,"562.23448","Escherichia coli O86:H18 strain ECO1012","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,,,,,,"Laboratory Method",,"28720578"
1773,"1773.18604","Mycobacterium tuberculosis ERR1034728","ciprofloxacin","Susceptible",,,,,,,,,"WHO: Guidelines for Surveillance of Drug Resistance in Tuberculosis",2009,,,,"Laboratory Method",,"29358649"
1422084,"1422084.3","Mycobacterium tuberculosis TB_RSA168","ciprofloxacin","Susceptible",,,,,"Agar dilution","0.5 mg/L",,,,,,,,"Laboratory Method",,
1280,"1280.9837","Staphylococcus aureus C00003285","ciprofloxacin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.8436","Staphylococcus aureus C00003226","ciprofloxacin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
1280,"1280.9457","Staphylococcus aureus C00001157","ciprofloxacin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
562,"562.145427","Escherichia coli AGA06_2560","ciprofloxacin","Susceptible",,,,,"Broth dilution",,"Sensititre","Thermo Fisher Scientific","CLSI",2015,,,,"Laboratory Method",,"34762732"
485,"485.14347","Neisseria gonorrhoeae AUSMDU00013035","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
562,"562.98934","Escherichia coli 96d736e0-7bb9-11e9-a8d3-68b59976a384","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
1717,"1717.869","Corynebacterium diphtheriae FRC0025","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,"Mueller Hinton Agar","Bio-Rad","eucast",2019,,,,"Laboratory Method",,"33246485"
573,"573.66801","Klebsiella pneumoniae KP_NORM_BLD_13749","ciprofloxacin","Susceptible",,,,,,,,,"EUCAST",,,,,"Laboratory Method",,"34935048"
623,"623.1803","Shigella flexneri AUSMDU00010092","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"CLSI",2017,,,,"Laboratory Method",,"30615105"
562,"562.57194","Escherichia coli strain 24742_1#164","ciprofloxacin","Susceptible",,,,,"Broth dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"30550564"
573,"573.34237","Klebsiella pneumoniae strain KSB1_7G-sc-2280277","ciprofloxacin","Susceptible",,,,,"Broth dilution",,"VITEK 2","BioMerieux","CLSI",,,,,"Laboratory Method",,"29340588"
1717,"1717.944","Corynebacterium diphtheriae FRC0337","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,"Mueller Hinton Agar","Bio-Rad","eucast",2019,,,,"Laboratory Method",,"33246485"
623,"623.1438","Shigella flexneri strain AUSMDU00011296","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"CLSI",2017,,,,"Laboratory Method",,"30615105"
90371,"90371.7080","Salmonella enterica subsp. enterica serovar Typhimurium AUSMDU00003779","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"CLSI",2018,,,,"Laboratory Method",,"34907895"
562,"562.100939","Escherichia coli 734e34f8-7bb9-11e9-a8d3-68b59976a384","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.97150","Escherichia coli VREC1281","ciprofloxacin","Susceptible","<=0.25","<=","0.25","mg/L","Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"34485958"
28901,"28901.22445","Salmonella enterica AUSMDU00018937","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"CLSI",2018,,,,"Laboratory Method",,"34907895"
28901,"28901.23958","Salmonella enterica AUSMDU00019450","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"CLSI",2018,,,,"Laboratory Method",,"34907895"
562,"562.23102","Escherichia coli O6:H31 strain ECO0744","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,,,,,,"Laboratory Method",,"28720578"
562,"562.23283","Escherichia coli O81:H27 strain ECO0929","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,,,,,,"Laboratory Method",,"28720578"
487,"487.4501","Neisseria meningitidis NIID484","ciprofloxacin","Susceptible","0.004",,"0.004","mg/L","MIC",,,"BioMerieux","CLSI",2020,,,,"Laboratory Method",,"37874301"
28901,"28901.24236","Salmonella enterica AUSMDU00032956","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"CLSI",2018,,,,"Laboratory Method",,"34907895"
562,"562.22466","Escherichia coli O11:H18 strain ECO0037","ciprofloxacin","Susceptible",,,,,"Broth dilution",,"VITEK 2","BioMerieux",,,,,,"Laboratory Method",,"28720578"
562,"562.22885","Escherichia coli O9:H9 strain ECO0491","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,,,,,,"Laboratory Method",,"28720578"
562,"562.98887","Escherichia coli 10e57c9a-7bb9-11e9-a8d3-68b59976a384","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.57269","Escherichia coli strain 24742_1#219","ciprofloxacin","Susceptible",,,,,"Broth dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"30550564"
90371,"90371.5601","Salmonella enterica subsp. enterica serovar Typhimurium H132940750","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"used breakpoint concentrations set in this publication",,,,,"Laboratory Method",,"25713745"
485,"485.15570","Neisseria gonorrhoeae AUSMDU00010881","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
624,"624.2366","Shigella sonnei strain AUSMDU00009168","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"CLSI",2017,,,,"Laboratory Method",,"30615105"
562,"562.96882","Escherichia coli VRES1095","ciprofloxacin","Susceptible","<=0.25","<=","0.25","mg/L","Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"34485958"
1717,"1717.877","Corynebacterium diphtheriae FRC0030","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,"Mueller Hinton Agar","Bio-Rad","eucast",2019,,,,"Laboratory Method",,"33246485"
562,"562.23345","Escherichia coli O15:H10 strain ECO1108","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,,,,,,"Laboratory Method",,"28720578"
562,"562.23036","Escherichia coli O131:H45 strain ECO0672","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,,,,,,"Laboratory Method",,"28720578"
1280,"1280.8622","Staphylococcus aureus C00003402","ciprofloxacin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
28901,"28901.23594","Salmonella enterica AUSMDU00009649","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"CLSI",2018,,,,"Laboratory Method",,"34907895"
562,"562.97354","Escherichia coli VREC1489","ciprofloxacin","Susceptible","<=0.25","<=","0.25","mg/L","Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"34485958"
487,"487.4668","Neisseria meningitidis NIID778","ciprofloxacin","Susceptible","0.008",,"0.008","mg/L","MIC",,,"BioMerieux","CLSI",2020,,,,"Laboratory Method",,"37874301"
562,"562.97903","Escherichia coli 9aef0ae2-7bb8-11e9-a8d3-68b59976a384","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,"E-test",,,,,,,"Laboratory Method",,
90371,"90371.7259","Salmonella enterica subsp. enterica serovar Typhimurium AUSMDU00003853","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"CLSI",2018,,,,"Laboratory Method",,"34907895"
485,"485.7586","Neisseria gonorrhoeae strain AUSMDU00006808","ciprofloxacin","Susceptible","0.004",,"0.004","mg/L","Agar dilution",,,,"clsi",2016,,,,"Laboratory Method",,"29182725"
573,"573.12961","Klebsiella pneumoniae 10","ciprofloxacin","Susceptible","<=0.5","<=","0.5","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28776045;28512093"
28901,"28901.23575","Salmonella enterica AUSMDU00012768","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"CLSI",2018,,,,"Laboratory Method",,"34907895"
192955,"192955.86","Salmonella enterica subsp. enterica serovar Kentucky strain CVM N48710","ciprofloxacin","Susceptible","<=0.015","<=","0.015","mg/L","Broth dilution",,"CMV2AGNF/CMV3AGNF","Thermo Fisher Scientific","CLSI",2015,,,,"Laboratory Method",,"27381390"
197,"197.15976","Campylobacter jejuni strain FSIS1605786","ciprofloxacin","Susceptible","0.12","=","0.12","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
485,"485.13885","Neisseria gonorrhoeae AUSMDU00014530","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
624,"624.3769","Shigella sonnei AUSMDU00010018","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"CLSI",2017,,,,"Laboratory Method",,"30615105"
562,"562.22773","Escherichia coli O25:H4 strain ECO0365","ciprofloxacin","Susceptible",,,,,"Broth dilution",,"VITEK 2","BioMerieux",,,,,,"Laboratory Method",,"28720578"
903921,"903921.3","Acinetobacter baumannii Naval-82","ciprofloxacin","Susceptible",,,,,"Broth dilution",,"BD Phoenix NMIC/ID133","BD","CLSI",2009,,,,"Laboratory Method",,"26195261"
85569,"85569.196","Salmonella enterica subsp. enterica serovar Typhimurium str. DT104 strain H133","ciprofloxacin","Susceptible",,,,,"Agar dilution","0.5 mg/L",,,,,,,,"Laboratory Method",,"24030491"
1280,"1280.9847","Staphylococcus aureus C00003316","ciprofloxacin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
623,"623.1332","Shigella flexneri strain AUSMDU00009145","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"CLSI",2017,,,,"Laboratory Method",,"30615105"
485,"485.14808","Neisseria gonorrhoeae AUSMDU00013885","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
1717,"1717.845","Corynebacterium diphtheriae CIP107557","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,"Mueller Hinton Agar","Bio-Rad","eucast",2019,,,,"Laboratory Method",,"33246485"
485,"485.13455","Neisseria gonorrhoeae AUSMDU00012534","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
197,"197.16286","Campylobacter jejuni strain FSIS1606821","ciprofloxacin","Susceptible","0.06","=","0.06","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
562,"562.23014","Escherichia coli O182:H19 strain ECO0640","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,,,,,,"Laboratory Method",,"28720578"
28901,"28901.849","Salmonella enterica strain CVM 43834","ciprofloxacin","Susceptible","<=0.015","<=","0.015","mg/L","Broth dilution",,"CMV2AGNF/CMV3AGNF","Thermo Fisher Scientific","CLSI",2015,,,,"Laboratory Method",,"27381390"
485,"485.7694","Neisseria gonorrhoeae strain AUSMDU00006910","ciprofloxacin","Susceptible","0.016",,"0.016","mg/L","Agar dilution",,,,"clsi",2016,,,,"Laboratory Method",,"29182725"
28901,"28901.8966","Salmonella enterica strain CVM N52006","ciprofloxacin","Susceptible","0.015","<=","0.015","mg/L","Broth dilution",,,"Trek Diagnostic Systems","CLSI",,,,,"Laboratory Method",,
90370,"90370.284","Salmonella enterica subsp. enterica serovar Typhi strain MDUST355","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"CLSI",,,,,"Laboratory Method",,"35344544"
485,"485.17490","Neisseria gonorrhoeae AUSMDU00015039","ciprofloxacin","Susceptible",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
562,"562.99784","Escherichia coli d3732fa6-7bb8-11e9-a8d3-68b59976a384","ciprofloxacin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
